model,feature,importance_mean,importance_std
random_survival_forest,heart_rate_slope_24h_missing,-0.0002619499051990659,8.731663506639231e-05
random_survival_forest,glucose_last_24h,-0.00027442371020852674,0.00022452849017068344
random_survival_forest,potassium_mean_24h,-0.00027442371020852674,0.0010228520107773975
random_survival_forest,ph_std_24h,-0.00027442371020852674,0.00032431893024648106
random_survival_forest,bicarbonate_max_24h_missing,-0.00027442371020852674,7.484283005693149e-05
random_survival_forest,race_simple_WHITE,-0.00027442371020852674,0.00014968566011380746
random_survival_forest,heart_rate_first_24h,-0.00028689751521798756,0.0001621594651232683
random_survival_forest,lactate_last_24h_missing,-0.0002868975152180431,0.00013721185510429112
random_survival_forest,creatinine_min_24h_missing,-0.0002868975152180431,6.236902504741515e-05
random_survival_forest,last_careunit_Surgical Intensive Care Unit (SICU),-0.0002993713202274484,0.00039916176030335704
random_survival_forest,bicarbonate_first_24h,-0.0003118451252369647,0.0004116355653128734
random_survival_forest,heart_rate_mean_24h_missing,-0.0003118451252369647,3.74214150284935e-05
random_survival_forest,pco2_max_24h_missing,-0.0003492665402654027,0.0002494761001896051
random_survival_forest,bun_mean_24h_missing,-0.0003492665402654027,0.00022452849017068344
random_survival_forest,sbp_min_24h,-0.00036174034527486354,3.742141502843799e-05
random_survival_forest,insurance_Private,-0.00036174034527486354,0.00018710707514218994
random_survival_forest,first_careunit_Medical/Surgical Intensive Care Unit (MICU/SICU),-0.00036174034527491905,0.0002868975152180431
